PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,CONTINENT_NAME,COUNTRY_ALPHA_3_CODE,COUNTRY_SHORT_NAME,Month
46,3/2/2020,Asia,KWT,Kuwait,March
0,3/2/2020,Asia,LAO,Laos,March
0,3/2/2020,Asia,KAZ,Kazakhstan,March
19,3/2/2020,Asia,IRQ,Iraq,March
0,3/2/2020,Asia,SAU,Saudi Arabia,March
29,3/2/2020,Asia,MYS,Malaysia,March
40,3/2/2020,Asia,TWN,Taiwan,March
10,3/2/2020,Asia,LBN,Lebanon,March
978,3/2/2020,Asia,IRN,Iran,March
0,3/2/2020,Asia,UZB,Uzbekistan,March
0,3/2/2020,Asia,KGZ,Kyrgyzstan,March
0,3/1/2020,Asia,MNG,Mongolia,March
0,3/1/2020,Asia,TLS,Timor Leste,March
102,3/1/2020,Asia,SGP,Singapore,March
239,3/1/2020,Asia,JPN,Japan,March
0,3/1/2020,Asia,YEM,Yemen,March
16,3/1/2020,Asia,VNM,Vietnam,March
79929,3/1/2020,Asia,CHN,China,March
0,3/1/2020,Asia,LAO,Laos,March
0,3/1/2020,Asia,IDN,Indonesia,March
0,3/1/2020,Asia,PSE,Palestine,March
25,3/1/2020,Asia,MYS,Malaysia,March
40,3/1/2020,Asia,TWN,Taiwan,March
0,3/1/2020,Asia,BGD,Bangladesh,March
1,3/1/2020,Asia,KHM,Cambodia,March
1,3/1/2020,Asia,LKA,Sri Lanka,March
3,3/1/2020,Asia,PHL,Philippines,March
45,3/1/2020,Asia,KWT,Kuwait,March
0,3/1/2020,Asia,UZB,Uzbekistan,March
21,3/1/2020,Asia,ARE,United Arab Emirates,March
41,3/1/2020,Asia,BHR,Bahrain,March
13,3/1/2020,Asia,IRQ,Iraq,March
593,3/1/2020,Asia,IRN,Iran,March
0,3/1/2020,Asia,BTN,Bhutan,March
0,3/1/2020,Asia,MMR,Myanmar,March
0,3/1/2020,Asia,KAZ,Kazakhstan,March
4,3/1/2020,Asia,PAK,Pakistan,March
0,3/1/2020,Asia,SYR,Syria,March
7,3/1/2020,Asia,ISR,Israel,March
6,3/1/2020,Asia,OMN,Oman,March
0,3/1/2020,Asia,MDV,Maldives,March
42,3/1/2020,Asia,THA,Thailand,March
0,3/1/2020,Asia,SAU,Saudi Arabia,March
0,3/1/2020,Asia,BRN,Brunei Darussalam,March
0,3/1/2020,Asia,JOR,Jordan,March
1,3/1/2020,Asia,QAT,Qatar,March
1,3/1/2020,Asia,NPL,Nepal,March
1,3/1/2020,Asia,AFG,Afghanistan,March
3,3/1/2020,Asia,IND,India,March
3526,3/1/2020,Asia,KOR,South Korea,March
0,3/1/2020,Asia,TUR,Turkey,March
0,3/1/2020,Asia,TJK,Tajikistan,March
4,3/1/2020,Asia,LBN,Lebanon,March
0,3/1/2020,Asia,KGZ,Kyrgyzstan,March
3,2/29/2020,Asia,IND,India,February
0,2/29/2020,Asia,BTN,Bhutan,February
0,2/29/2020,Asia,IDN,Indonesia,February
7,2/29/2020,Asia,ISR,Israel,February
3,2/29/2020,Asia,LBN,Lebanon,February
16,2/29/2020,Asia,VNM,Vietnam,February
0,2/29/2020,Asia,UZB,Uzbekistan,February
6,2/29/2020,Asia,OMN,Oman,February
1,2/29/2020,Asia,LKA,Sri Lanka,February
25,2/29/2020,Asia,MYS,Malaysia,February
0,2/29/2020,Asia,MDV,Maldives,February
1,2/29/2020,Asia,AFG,Afghanistan,February
38,2/29/2020,Asia,BHR,Bahrain,February
0,2/29/2020,Asia,BRN,Brunei Darussalam,February
0,2/29/2020,Asia,KAZ,Kazakhstan,February
79355,2/29/2020,Asia,CHN,China,February
0,2/29/2020,Asia,SYR,Syria,February
0,2/29/2020,Asia,PSE,Palestine,February
42,2/29/2020,Asia,THA,Thailand,February
0,2/29/2020,Asia,JOR,Jordan,February
0,2/29/2020,Asia,TJK,Tajikistan,February
3,2/29/2020,Asia,PHL,Philippines,February
388,2/29/2020,Asia,IRN,Iran,February
45,2/29/2020,Asia,KWT,Kuwait,February
0,2/29/2020,Asia,TLS,Timor Leste,February
98,2/29/2020,Asia,SGP,Singapore,February
0,2/29/2020,Asia,LAO,Laos,February
0,2/29/2020,Asia,MMR,Myanmar,February
0,2/29/2020,Asia,MNG,Mongolia,February
2931,2/29/2020,Asia,KOR,South Korea,February
230,2/29/2020,Asia,JPN,Japan,February
39,2/29/2020,Asia,TWN,Taiwan,February
21,2/29/2020,Asia,ARE,United Arab Emirates,February
0,2/29/2020,Asia,KGZ,Kyrgyzstan,February
1,2/29/2020,Asia,KHM,Cambodia,February
0,2/29/2020,Asia,SAU,Saudi Arabia,February
0,2/29/2020,Asia,QAT,Qatar,February
1,2/29/2020,Asia,NPL,Nepal,February
7,2/29/2020,Asia,IRQ,Iraq,February
2,2/29/2020,Asia,PAK,Pakistan,February
0,2/29/2020,Asia,BGD,Bangladesh,February
0,2/29/2020,Asia,YEM,Yemen,February
0,2/29/2020,Asia,TUR,Turkey,February
0,2/28/2020,Asia,MMR,Myanmar,February
0,2/28/2020,Asia,KAZ,Kazakhstan,February
210,2/28/2020,Asia,JPN,Japan,February
6,2/28/2020,Asia,IRQ,Iraq,February
0,2/28/2020,Asia,MNG,Mongolia,February
0,2/28/2020,Asia,UZB,Uzbekistan,February
0,2/28/2020,Asia,QAT,Qatar,February
96,2/28/2020,Asia,SGP,Singapore,February
3,2/28/2020,Asia,IND,India,February
1,2/28/2020,Asia,LKA,Sri Lanka,February
3,2/28/2020,Asia,PHL,Philippines,February
23,2/28/2020,Asia,MYS,Malaysia,February
78927,2/28/2020,Asia,CHN,China,February
0,2/28/2020,Asia,LAO,Laos,February
6,2/28/2020,Asia,OMN,Oman,February
0,2/28/2020,Asia,BTN,Bhutan,February
0,2/28/2020,Asia,PSE,Palestine,February
2,2/28/2020,Asia,PAK,Pakistan,February
0,2/28/2020,Asia,YEM,Yemen,February
0,2/28/2020,Asia,TLS,Timor Leste,February
0,2/28/2020,Asia,KGZ,Kyrgyzstan,February
33,2/28/2020,Asia,BHR,Bahrain,February
1,2/28/2020,Asia,KHM,Cambodia,February
0,2/28/2020,Asia,TUR,Turkey,February
40,2/28/2020,Asia,THA,Thailand,February
0,2/28/2020,Asia,IDN,Indonesia,February
245,2/28/2020,Asia,IRN,Iran,February
0,2/28/2020,Asia,TJK,Tajikistan,February
0,2/28/2020,Asia,BGD,Bangladesh,February
2022,2/28/2020,Asia,KOR,South Korea,February
3,2/28/2020,Asia,LBN,Lebanon,February
34,2/28/2020,Asia,TWN,Taiwan,February
0,2/28/2020,Asia,JOR,Jordan,February
0,2/28/2020,Asia,BRN,Brunei Darussalam,February
0,2/28/2020,Asia,SYR,Syria,February
43,2/28/2020,Asia,KWT,Kuwait,February
0,2/28/2020,Asia,MDV,Maldives,February
1,2/28/2020,Asia,NPL,Nepal,February
1,2/28/2020,Asia,AFG,Afghanistan,February
3,2/28/2020,Asia,ISR,Israel,February
16,2/28/2020,Asia,VNM,Vietnam,February
0,2/28/2020,Asia,SAU,Saudi Arabia,February
19,2/28/2020,Asia,ARE,United Arab Emirates,February
78598,2/27/2020,Asia,CHN,China,February
0,2/27/2020,Asia,LAO,Laos,February
0,2/27/2020,Asia,IDN,Indonesia,February
93,2/27/2020,Asia,SGP,Singapore,February
2,2/27/2020,Asia,PAK,Pakistan,February
139,2/27/2020,Asia,IRN,Iran,February
0,2/27/2020,Asia,BTN,Bhutan,February
33,2/27/2020,Asia,BHR,Bahrain,February
0,2/27/2020,Asia,MMR,Myanmar,February
32,2/27/2020,Asia,TWN,Taiwan,February
0,2/27/2020,Asia,TJK,Tajikistan,February
40,2/27/2020,Asia,THA,Thailand,February
186,2/27/2020,Asia,JPN,Japan,February
4,2/27/2020,Asia,OMN,Oman,February
0,2/27/2020,Asia,YEM,Yemen,February
0,2/27/2020,Asia,BRN,Brunei Darussalam,February
0,2/27/2020,Asia,MDV,Maldives,February
16,2/27/2020,Asia,VNM,Vietnam,February
0,2/27/2020,Asia,UZB,Uzbekistan,February
0,2/27/2020,Asia,KAZ,Kazakhstan,February
26,2/27/2020,Asia,KWT,Kuwait,February
0,2/27/2020,Asia,BGD,Bangladesh,February
3,2/27/2020,Asia,IND,India,February
2,2/27/2020,Asia,LBN,Lebanon,February
1,2/27/2020,Asia,LKA,Sri Lanka,February
0,2/27/2020,Asia,SAU,Saudi Arabia,February
2,2/27/2020,Asia,ISR,Israel,February
0,2/27/2020,Asia,KGZ,Kyrgyzstan,February
1595,2/27/2020,Asia,KOR,South Korea,February
5,2/27/2020,Asia,IRQ,Iraq,February
1,2/27/2020,Asia,AFG,Afghanistan,February
22,2/27/2020,Asia,MYS,Malaysia,February
0,2/27/2020,Asia,PSE,Palestine,February
0,2/27/2020,Asia,JOR,Jordan,February
0,2/27/2020,Asia,TLS,Timor Leste,February
13,2/27/2020,Asia,ARE,United Arab Emirates,February
3,2/27/2020,Asia,PHL,Philippines,February
0,2/27/2020,Asia,QAT,Qatar,February
0,2/27/2020,Asia,SYR,Syria,February
1,2/27/2020,Asia,NPL,Nepal,February
0,2/27/2020,Asia,TUR,Turkey,February
0,2/27/2020,Asia,MNG,Mongolia,February
1,2/27/2020,Asia,KHM,Cambodia,February
1146,2/26/2020,Asia,KOR,South Korea,February
22,2/26/2020,Asia,MYS,Malaysia,February
0,2/26/2020,Asia,TLS,Timor Leste,February
1,2/26/2020,Asia,LBN,Lebanon,February
1,2/26/2020,Asia,KHM,Cambodia,February
0,2/26/2020,Asia,SYR,Syria,February
0,2/26/2020,Asia,LAO,Laos,February
0,2/26/2020,Asia,TJK,Tajikistan,February
0,2/26/2020,Asia,PAK,Pakistan,February
0,2/26/2020,Asia,MDV,Maldives,February
3,2/26/2020,Asia,PHL,Philippines,February
0,2/26/2020,Asia,KAZ,Kazakhstan,February
0,2/26/2020,Asia,QAT,Qatar,February
1,2/26/2020,Asia,NPL,Nepal,February
0,2/26/2020,Asia,PSE,Palestine,February
0,2/26/2020,Asia,UZB,Uzbekistan,February
2,2/26/2020,Asia,ISR,Israel,February
0,2/26/2020,Asia,MNG,Mongolia,February
4,2/26/2020,Asia,OMN,Oman,February
0,2/26/2020,Asia,BGD,Bangladesh,February
3,2/26/2020,Asia,IND,India,February
78159,2/26/2020,Asia,CHN,China,February
0,2/26/2020,Asia,JOR,Jordan,February
91,2/26/2020,Asia,SGP,Singapore,February
0,2/26/2020,Asia,BTN,Bhutan,February
1,2/26/2020,Asia,LKA,Sri Lanka,February
95,2/26/2020,Asia,IRN,Iran,February
164,2/26/2020,Asia,JPN,Japan,February
5,2/26/2020,Asia,IRQ,Iraq,February
16,2/26/2020,Asia,VNM,Vietnam,February
0,2/26/2020,Asia,BRN,Brunei Darussalam,February
40,2/26/2020,Asia,THA,Thailand,February
13,2/26/2020,Asia,ARE,United Arab Emirates,February
31,2/26/2020,Asia,TWN,Taiwan,February
0,2/26/2020,Asia,KGZ,Kyrgyzstan,February
0,2/26/2020,Asia,IDN,Indonesia,February
1,2/26/2020,Asia,AFG,Afghanistan,February
0,2/26/2020,Asia,YEM,Yemen,February
0,2/26/2020,Asia,TUR,Turkey,February
23,2/26/2020,Asia,BHR,Bahrain,February
0,2/26/2020,Asia,SAU,Saudi Arabia,February
11,2/26/2020,Asia,KWT,Kuwait,February
0,2/26/2020,Asia,MMR,Myanmar,February
3,2/25/2020,Asia,PHL,Philippines,February
13,2/25/2020,Asia,ARE,United Arab Emirates,February
0,2/25/2020,Asia,UZB,Uzbekistan,February
0,2/25/2020,Asia,PAK,Pakistan,February
0,2/25/2020,Asia,KAZ,Kazakhstan,February
0,2/25/2020,Asia,TLS,Timor Leste,February
22,2/25/2020,Asia,MYS,Malaysia,February
1,2/25/2020,Asia,LKA,Sri Lanka,February
0,2/25/2020,Asia,MMR,Myanmar,February
2,2/25/2020,Asia,BHR,Bahrain,February
144,2/25/2020,Asia,JPN,Japan,February
0,2/25/2020,Asia,YEM,Yemen,February
0,2/25/2020,Asia,SAU,Saudi Arabia,February
1,2/25/2020,Asia,LBN,Lebanon,February
2,2/25/2020,Asia,ISR,Israel,February
2,2/25/2020,Asia,OMN,Oman,February
3,2/25/2020,Asia,IND,India,February
61,2/25/2020,Asia,IRN,Iran,February
0,2/25/2020,Asia,IDN,Indonesia,February
0,2/25/2020,Asia,PSE,Palestine,February
892,2/25/2020,Asia,KOR,South Korea,February
0,2/25/2020,Asia,BTN,Bhutan,February
5,2/25/2020,Asia,KWT,Kuwait,February
0,2/25/2020,Asia,MDV,Maldives,February
37,2/25/2020,Asia,THA,Thailand,February
0,2/25/2020,Asia,QAT,Qatar,February
1,2/25/2020,Asia,AFG,Afghanistan,February
0,2/25/2020,Asia,KGZ,Kyrgyzstan,February
0,2/25/2020,Asia,MNG,Mongolia,February
0,2/25/2020,Asia,BRN,Brunei Darussalam,February
1,2/25/2020,Asia,IRQ,Iraq,February
0,2/25/2020,Asia,TJK,Tajikistan,February
1,2/25/2020,Asia,KHM,Cambodia,February
30,2/25/2020,Asia,TWN,Taiwan,February
0,2/25/2020,Asia,LAO,Laos,February
0,2/25/2020,Asia,JOR,Jordan,February
77749,2/25/2020,Asia,CHN,China,February
16,2/25/2020,Asia,VNM,Vietnam,February
90,2/25/2020,Asia,SGP,Singapore,February
0,2/25/2020,Asia,BGD,Bangladesh,February
1,2/25/2020,Asia,NPL,Nepal,February
0,2/25/2020,Asia,SYR,Syria,February
0,2/25/2020,Asia,TUR,Turkey,February
0,2/24/2020,Asia,IRQ,Iraq,February
89,2/24/2020,Asia,SGP,Singapore,February
1,2/24/2020,Asia,LKA,Sri Lanka,February
0,2/24/2020,Asia,TJK,Tajikistan,February
13,2/24/2020,Asia,ARE,United Arab Emirates,February
0,2/24/2020,Asia,BGD,Bangladesh,February
22,2/24/2020,Asia,MYS,Malaysia,February
0,2/24/2020,Asia,JOR,Jordan,February
0,2/24/2020,Asia,BTN,Bhutan,February
0,2/24/2020,Asia,TUR,Turkey,February
3,2/24/2020,Asia,IND,India,February
1,2/24/2020,Asia,LBN,Lebanon,February
28,2/24/2020,Asia,TWN,Taiwan,February
0,2/24/2020,Asia,AFG,Afghanistan,February
0,2/24/2020,Asia,SAU,Saudi Arabia,February
35,2/24/2020,Asia,THA,Thailand,February
0,2/24/2020,Asia,TLS,Timor Leste,February
0,2/24/2020,Asia,KAZ,Kazakhstan,February
0,2/24/2020,Asia,MMR,Myanmar,February
1,2/24/2020,Asia,KHM,Cambodia,February
0,2/24/2020,Asia,BRN,Brunei Darussalam,February
762,2/24/2020,Asia,KOR,South Korea,February
0,2/24/2020,Asia,OMN,Oman,February
43,2/24/2020,Asia,IRN,Iran,February
1,2/24/2020,Asia,BHR,Bahrain,February
0,2/24/2020,Asia,YEM,Yemen,February
144,2/24/2020,Asia,JPN,Japan,February
0,2/24/2020,Asia,MDV,Maldives,February
0,2/24/2020,Asia,IDN,Indonesia,February
3,2/24/2020,Asia,PHL,Philippines,February
0,2/24/2020,Asia,SYR,Syria,February
0,2/24/2020,Asia,PAK,Pakistan,February
0,2/24/2020,Asia,QAT,Qatar,February
0,2/24/2020,Asia,LAO,Laos,February
0,2/24/2020,Asia,MNG,Mongolia,February
0,2/24/2020,Asia,UZB,Uzbekistan,February
2,2/24/2020,Asia,ISR,Israel,February
3,2/24/2020,Asia,KWT,Kuwait,February
0,2/24/2020,Asia,KGZ,Kyrgyzstan,February
77234,2/24/2020,Asia,CHN,China,February
0,2/24/2020,Asia,PSE,Palestine,February
16,2/24/2020,Asia,VNM,Vietnam,February
1,2/24/2020,Asia,NPL,Nepal,February
77016,2/23/2020,Asia,CHN,China,February
0,2/23/2020,Asia,BRN,Brunei Darussalam,February
89,2/23/2020,Asia,SGP,Singapore,February
3,2/23/2020,Asia,PHL,Philippines,February
0,2/23/2020,Asia,YEM,Yemen,February
1,2/23/2020,Asia,NPL,Nepal,February
0,2/23/2020,Asia,MMR,Myanmar,February
0,2/23/2020,Asia,JOR,Jordan,February
0,2/23/2020,Asia,BHR,Bahrain,February
0,2/23/2020,Asia,KWT,Kuwait,February
1,2/23/2020,Asia,LKA,Sri Lanka,February
601,2/23/2020,Asia,KOR,South Korea,February
3,2/23/2020,Asia,IND,India,February
35,2/23/2020,Asia,THA,Thailand,February
132,2/23/2020,Asia,JPN,Japan,February
0,2/23/2020,Asia,PAK,Pakistan,February
1,2/23/2020,Asia,LBN,Lebanon,February
0,2/23/2020,Asia,SAU,Saudi Arabia,February
0,2/23/2020,Asia,IDN,Indonesia,February
13,2/23/2020,Asia,ARE,United Arab Emirates,February
22,2/23/2020,Asia,MYS,Malaysia,February
0,2/23/2020,Asia,KGZ,Kyrgyzstan,February
1,2/23/2020,Asia,KHM,Cambodia,February
0,2/23/2020,Asia,AFG,Afghanistan,February
26,2/23/2020,Asia,TWN,Taiwan,February
0,2/23/2020,Asia,IRQ,Iraq,February
0,2/23/2020,Asia,OMN,Oman,February
28,2/23/2020,Asia,IRN,Iran,February
0,2/23/2020,Asia,MNG,Mongolia,February
0,2/23/2020,Asia,PSE,Palestine,February
0,2/23/2020,Asia,SYR,Syria,February
0,2/23/2020,Asia,BTN,Bhutan,February
0,2/23/2020,Asia,UZB,Uzbekistan,February
0,2/23/2020,Asia,TJK,Tajikistan,February
0,2/23/2020,Asia,KAZ,Kazakhstan,February
16,2/23/2020,Asia,VNM,Vietnam,February
0,2/23/2020,Asia,BGD,Bangladesh,February
0,2/23/2020,Asia,LAO,Laos,February
0,2/23/2020,Asia,TUR,Turkey,February
0,2/23/2020,Asia,TLS,Timor Leste,February
0,2/23/2020,Asia,MDV,Maldives,February
0,2/23/2020,Asia,QAT,Qatar,February
1,2/23/2020,Asia,ISR,Israel,February
0,2/22/2020,Asia,KWT,Kuwait,February
0,2/22/2020,Asia,YEM,Yemen,February
1,2/22/2020,Asia,ISR,Israel,February
1,2/22/2020,Asia,KHM,Cambodia,February
0,2/22/2020,Asia,MMR,Myanmar,February
0,2/22/2020,Asia,KAZ,Kazakhstan,February
35,2/22/2020,Asia,THA,Thailand,February
0,2/22/2020,Asia,UZB,Uzbekistan,February
105,2/22/2020,Asia,JPN,Japan,February
0,2/22/2020,Asia,PSE,Palestine,February
76369,2/22/2020,Asia,CHN,China,February
0,2/22/2020,Asia,SYR,Syria,February
0,2/22/2020,Asia,IDN,Indonesia,February
0,2/22/2020,Asia,MNG,Mongolia,February
0,2/22/2020,Asia,AFG,Afghanistan,February
3,2/22/2020,Asia,IND,India,February
11,2/22/2020,Asia,ARE,United Arab Emirates,February
1,2/22/2020,Asia,LKA,Sri Lanka,February
0,2/22/2020,Asia,IRQ,Iraq,February
0,2/22/2020,Asia,OMN,Oman,February
0,2/22/2020,Asia,BHR,Bahrain,February
86,2/22/2020,Asia,SGP,Singapore,February
0,2/22/2020,Asia,BGD,Bangladesh,February
345,2/22/2020,Asia,KOR,South Korea,February
0,2/22/2020,Asia,TLS,Timor Leste,February
0,2/22/2020,Asia,MDV,Maldives,February
0,2/22/2020,Asia,KGZ,Kyrgyzstan,February
3,2/22/2020,Asia,PHL,Philippines,February
0,2/22/2020,Asia,SAU,Saudi Arabia,February
1,2/22/2020,Asia,NPL,Nepal,February
26,2/22/2020,Asia,TWN,Taiwan,February
1,2/22/2020,Asia,LBN,Lebanon,February
0,2/22/2020,Asia,JOR,Jordan,February
22,2/22/2020,Asia,MYS,Malaysia,February
0,2/22/2020,Asia,TUR,Turkey,February
18,2/22/2020,Asia,IRN,Iran,February
0,2/22/2020,Asia,BRN,Brunei Darussalam,February
16,2/22/2020,Asia,VNM,Vietnam,February
0,2/22/2020,Asia,QAT,Qatar,February
0,2/22/2020,Asia,TJK,Tajikistan,February
0,2/22/2020,Asia,BTN,Bhutan,February
0,2/22/2020,Asia,PAK,Pakistan,February
0,2/22/2020,Asia,LAO,Laos,February
0,2/21/2020,Asia,KAZ,Kazakhstan,February
0,2/21/2020,Asia,TUR,Turkey,February
0,2/21/2020,Asia,LBN,Lebanon,February
0,2/21/2020,Asia,BRN,Brunei Darussalam,February
0,2/21/2020,Asia,MMR,Myanmar,February
0,2/21/2020,Asia,TLS,Timor Leste,February
0,2/21/2020,Asia,JOR,Jordan,February
0,2/21/2020,Asia,MDV,Maldives,February
0,2/21/2020,Asia,SYR,Syria,February
0,2/21/2020,Asia,IDN,Indonesia,February
22,2/21/2020,Asia,MYS,Malaysia,February
0,2/21/2020,Asia,BHR,Bahrain,February
85,2/21/2020,Asia,SGP,Singapore,February
0,2/21/2020,Asia,MNG,Mongolia,February
0,2/21/2020,Asia,YEM,Yemen,February
0,2/21/2020,Asia,PSE,Palestine,February
1,2/21/2020,Asia,KHM,Cambodia,February
24,2/21/2020,Asia,TWN,Taiwan,February
0,2/21/2020,Asia,BGD,Bangladesh,February
0,2/21/2020,Asia,OMN,Oman,February
1,2/21/2020,Asia,LKA,Sri Lanka,February
0,2/21/2020,Asia,QAT,Qatar,February
0,2/21/2020,Asia,LAO,Laos,February
0,2/21/2020,Asia,TJK,Tajikistan,February
35,2/21/2020,Asia,THA,Thailand,February
0,2/21/2020,Asia,KGZ,Kyrgyzstan,February
16,2/21/2020,Asia,VNM,Vietnam,February
3,2/21/2020,Asia,IND,India,February
0,2/21/2020,Asia,BTN,Bhutan,February
9,2/21/2020,Asia,ARE,United Arab Emirates,February
0,2/21/2020,Asia,ISR,Israel,February
5,2/21/2020,Asia,IRN,Iran,February
155,2/21/2020,Asia,KOR,South Korea,February
1,2/21/2020,Asia,NPL,Nepal,February
0,2/21/2020,Asia,PAK,Pakistan,February
75543,2/21/2020,Asia,CHN,China,February
0,2/21/2020,Asia,IRQ,Iraq,February
93,2/21/2020,Asia,JPN,Japan,February
0,2/21/2020,Asia,UZB,Uzbekistan,February
0,2/21/2020,Asia,KWT,Kuwait,February
0,2/21/2020,Asia,AFG,Afghanistan,February
0,2/21/2020,Asia,SAU,Saudi Arabia,February
3,2/21/2020,Asia,PHL,Philippines,February
0,2/20/2020,Asia,UZB,Uzbekistan,February
80,2/20/2020,Asia,KOR,South Korea,February
1,2/20/2020,Asia,LKA,Sri Lanka,February
0,2/20/2020,Asia,BHR,Bahrain,February
0,2/20/2020,Asia,TUR,Turkey,February
16,2/20/2020,Asia,VNM,Vietnam,February
0,2/20/2020,Asia,OMN,Oman,February
22,2/20/2020,Asia,MYS,Malaysia,February
84,2/20/2020,Asia,SGP,Singapore,February
0,2/20/2020,Asia,QAT,Qatar,February
0,2/20/2020,Asia,MNG,Mongolia,February
0,2/20/2020,Asia,MDV,Maldives,February
0,2/20/2020,Asia,PAK,Pakistan,February
0,2/20/2020,Asia,ISR,Israel,February
0,2/20/2020,Asia,AFG,Afghanistan,February
0,2/20/2020,Asia,KAZ,Kazakhstan,February
0,2/20/2020,Asia,PSE,Palestine,February
0,2/20/2020,Asia,BRN,Brunei Darussalam,February
0,2/20/2020,Asia,JOR,Jordan,February
1,2/20/2020,Asia,NPL,Nepal,February
84,2/20/2020,Asia,JPN,Japan,February
9,2/20/2020,Asia,ARE,United Arab Emirates,February
0,2/20/2020,Asia,SYR,Syria,February
0,2/20/2020,Asia,KGZ,Kyrgyzstan,February
1,2/20/2020,Asia,KHM,Cambodia,February
0,2/20/2020,Asia,TJK,Tajikistan,February
0,2/20/2020,Asia,SAU,Saudi Arabia,February
74652,2/20/2020,Asia,CHN,China,February
0,2/20/2020,Asia,MMR,Myanmar,February
24,2/20/2020,Asia,TWN,Taiwan,February
0,2/20/2020,Asia,KWT,Kuwait,February
2,2/20/2020,Asia,IRN,Iran,February
3,2/20/2020,Asia,PHL,Philippines,February
0,2/20/2020,Asia,LBN,Lebanon,February
0,2/20/2020,Asia,LAO,Laos,February
3,2/20/2020,Asia,IND,India,February
0,2/20/2020,Asia,YEM,Yemen,February
0,2/20/2020,Asia,IRQ,Iraq,February
0,2/20/2020,Asia,IDN,Indonesia,February
0,2/20/2020,Asia,TLS,Timor Leste,February
35,2/20/2020,Asia,THA,Thailand,February
0,2/20/2020,Asia,BGD,Bangladesh,February
0,2/20/2020,Asia,BTN,Bhutan,February
0,2/19/2020,Asia,SAU,Saudi Arabia,February
0,2/19/2020,Asia,TJK,Tajikistan,February
81,2/19/2020,Asia,SGP,Singapore,February
0,2/19/2020,Asia,UZB,Uzbekistan,February
0,2/19/2020,Asia,BTN,Bhutan,February
0,2/19/2020,Asia,TUR,Turkey,February
0,2/19/2020,Asia,AFG,Afghanistan,February
0,2/19/2020,Asia,TLS,Timor Leste,February
0,2/19/2020,Asia,BGD,Bangladesh,February
0,2/19/2020,Asia,ISR,Israel,February
0,2/19/2020,Asia,BHR,Bahrain,February
0,2/19/2020,Asia,KGZ,Kyrgyzstan,February
46,2/19/2020,Asia,KOR,South Korea,February
0,2/19/2020,Asia,QAT,Qatar,February
66,2/19/2020,Asia,JPN,Japan,February
1,2/19/2020,Asia,LKA,Sri Lanka,February
0,2/19/2020,Asia,IRQ,Iraq,February
0,2/19/2020,Asia,PSE,Palestine,February
0,2/19/2020,Asia,PAK,Pakistan,February
0,2/19/2020,Asia,LBN,Lebanon,February
0,2/19/2020,Asia,MNG,Mongolia,February
74258,2/19/2020,Asia,CHN,China,February
0,2/19/2020,Asia,KAZ,Kazakhstan,February
3,2/19/2020,Asia,IND,India,February
0,2/19/2020,Asia,BRN,Brunei Darussalam,February
0,2/19/2020,Asia,YEM,Yemen,February
3,2/19/2020,Asia,PHL,Philippines,February
0,2/19/2020,Asia,MMR,Myanmar,February
1,2/19/2020,Asia,KHM,Cambodia,February
16,2/19/2020,Asia,VNM,Vietnam,February
0,2/19/2020,Asia,LAO,Laos,February
0,2/19/2020,Asia,IRN,Iran,February
1,2/19/2020,Asia,NPL,Nepal,February
0,2/19/2020,Asia,KWT,Kuwait,February
0,2/19/2020,Asia,MDV,Maldives,February
0,2/19/2020,Asia,OMN,Oman,February
35,2/19/2020,Asia,THA,Thailand,February
0,2/19/2020,Asia,IDN,Indonesia,February
22,2/19/2020,Asia,MYS,Malaysia,February
22,2/19/2020,Asia,TWN,Taiwan,February
0,2/19/2020,Asia,JOR,Jordan,February
9,2/19/2020,Asia,ARE,United Arab Emirates,February
0,2/19/2020,Asia,SYR,Syria,February
0,2/18/2020,Asia,BGD,Bangladesh,February
0,2/18/2020,Asia,IDN,Indonesia,February
0,2/18/2020,Asia,BHR,Bahrain,February
0,2/18/2020,Asia,TJK,Tajikistan,February
0,2/18/2020,Asia,IRQ,Iraq,February
0,2/18/2020,Asia,MNG,Mongolia,February
1,2/18/2020,Asia,NPL,Nepal,February
0,2/18/2020,Asia,OMN,Oman,February
0,2/18/2020,Asia,ISR,Israel,February
1,2/18/2020,Asia,LKA,Sri Lanka,February
22,2/18/2020,Asia,TWN,Taiwan,February
0,2/18/2020,Asia,MDV,Maldives,February
0,2/18/2020,Asia,SAU,Saudi Arabia,February
1,2/18/2020,Asia,KHM,Cambodia,February
31,2/18/2020,Asia,KOR,South Korea,February
22,2/18/2020,Asia,MYS,Malaysia,February
3,2/18/2020,Asia,PHL,Philippines,February
77,2/18/2020,Asia,SGP,Singapore,February
0,2/18/2020,Asia,BRN,Brunei Darussalam,February
35,2/18/2020,Asia,THA,Thailand,February
0,2/18/2020,Asia,TLS,Timor Leste,February
0,2/18/2020,Asia,QAT,Qatar,February
0,2/18/2020,Asia,TUR,Turkey,February
0,2/18/2020,Asia,KWT,Kuwait,February
0,2/18/2020,Asia,UZB,Uzbekistan,February
9,2/18/2020,Asia,ARE,United Arab Emirates,February
0,2/18/2020,Asia,PAK,Pakistan,February
59,2/18/2020,Asia,JPN,Japan,February
0,2/18/2020,Asia,AFG,Afghanistan,February
0,2/18/2020,Asia,SYR,Syria,February
0,2/18/2020,Asia,LAO,Laos,February
0,2/18/2020,Asia,IRN,Iran,February
